no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,weekday,month_part
2,0,2,0,Meal Plan 1,0,Room_Type 1,160,8,Offline,0,0,0,72.25,1,Not_Canceled,1,1
2,0,0,1,Not Selected,0,Room_Type 1,4,4,Online,0,0,0,99.0,1,Not_Canceled,0,1
2,1,2,1,Meal Plan 1,0,Room_Type 1,2,8,Offline,0,0,0,68.5,0,Canceled,1,2
2,0,1,3,Not Selected,0,Room_Type 1,31,11,Online,0,0,0,74.8,0,Canceled,5,2
2,1,0,2,Meal Plan 1,0,Room_Type 1,97,7,Online,0,0,0,121.5,1,Not_Canceled,3,2
2,2,0,3,Meal Plan 1,0,Room_Type 6,134,5,Online,0,0,0,198.9,0,Canceled,5,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,10,Offline,0,0,0,85.0,0,Not_Canceled,2,2
2,0,0,5,Meal Plan 1,0,Room_Type 1,116,7,Online,0,0,0,109.25,1,Not_Canceled,3,2
2,0,2,2,Not Selected,0,Room_Type 1,98,5,Online,0,0,0,109.65,2,Not_Canceled,1,3
2,0,0,1,Not Selected,0,Room_Type 1,0,9,Online,0,0,0,175.0,2,Not_Canceled,4,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,193,8,Online,0,0,0,95.2,0,Canceled,6,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,1,12,Online,0,0,0,127.0,1,Not_Canceled,5,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,17,3,Corporate,0,0,0,80.0,1,Not_Canceled,5,2
2,0,0,1,Meal Plan 2,0,Room_Type 1,101,10,Online,0,0,0,153.0,2,Canceled,6,2
2,0,2,2,Not Selected,0,Room_Type 1,10,8,Online,0,0,0,139.0,2,Not_Canceled,1,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,34,3,Offline,0,0,0,48.4,0,Not_Canceled,5,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,78,11,Online,0,0,0,90.63,2,Canceled,0,2
2,0,0,1,Not Selected,0,Room_Type 1,56,10,Online,0,0,0,97.2,0,Canceled,4,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,32,7,Offline,0,0,0,85.0,0,Not_Canceled,2,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,5,9,Online,0,0,0,78.03,0,Not_Canceled,3,1
2,0,1,0,Not Selected,0,Room_Type 1,0,8,Online,0,0,0,75.0,0,Canceled,3,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,286,9,Offline,0,0,0,117.0,0,Canceled,6,2
2,0,2,5,Meal Plan 1,1,Room_Type 4,125,7,Online,0,0,0,126.51,0,Not_Canceled,1,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,138,9,Offline,0,0,0,80.75,0,Not_Canceled,1,1
2,0,2,1,Not Selected,0,Room_Type 1,56,9,Online,0,0,0,125.1,0,Canceled,1,1
1,0,2,3,Meal Plan 2,0,Room_Type 1,137,12,Online,0,0,0,117.3,2,Not_Canceled,0,3
2,0,2,5,Meal Plan 1,0,Room_Type 1,128,2,Offline,0,0,0,43.43,1,Not_Canceled,0,1
2,0,0,2,Not Selected,0,Room_Type 1,7,10,Online,0,0,0,116.8,1,Not_Canceled,6,2
2,0,0,1,Not Selected,0,Room_Type 1,34,12,Online,0,0,0,88.0,2,Not_Canceled,6,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,6,Online,0,0,0,135.0,1,Not_Canceled,1,2
2,0,0,2,Meal Plan 1,1,Room_Type 1,1,10,Online,0,0,0,149.0,0,Not_Canceled,6,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,256,9,Offline,0,0,0,76.67,0,Not_Canceled,3,2
2,0,0,1,Meal Plan 2,0,Room_Type 1,100,10,Offline,0,0,0,108.0,0,Canceled,0,2
1,0,2,2,Meal Plan 1,0,Room_Type 4,86,11,Online,0,0,0,146.6,1,Canceled,1,1
2,0,2,2,Not Selected,0,Room_Type 1,53,3,Online,0,0,0,65.75,1,Not_Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,81,6,Online,0,0,0,90.9,0,Canceled,5,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,3,Corporate,0,0,0,79.0,0,Not_Canceled,4,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,9,Offline,0,0,0,115.0,1,Canceled,3,2
2,0,0,2,Meal Plan 2,0,Room_Type 4,80,10,Offline,0,0,0,136.0,0,Not_Canceled,0,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,159,2,Offline,0,0,0,70.0,0,Not_Canceled,1,2
2,0,2,5,Meal Plan 1,0,Room_Type 1,192,5,Online,0,0,0,66.71,0,Canceled,0,3
2,0,1,3,Not Selected,0,Room_Type 1,127,8,Online,0,0,0,94.5,0,Canceled,2,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
1,0,2,2,Meal Plan 1,0,Room_Type 1,5,8,Online,0,0,0,99.75,0,Canceled,1,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,176,9,Offline,0,0,0,116.1,0,Canceled,5,1
1,0,0,1,Not Selected,0,Room_Type 1,36,10,Online,0,0,0,108.0,1,Not_Canceled,5,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,12,Offline,0,0,0,75.0,0,Not_Canceled,6,1
3,0,2,2,Meal Plan 1,0,Room_Type 4,83,12,Online,0,0,0,119.0,2,Not_Canceled,6,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,7,Online,0,0,0,151.0,0,Not_Canceled,4,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,49,3,Online,0,0,0,107.1,1,Not_Canceled,1,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,204,5,Offline,0,0,0,100.0,0,Canceled,5,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
1,0,0,2,Meal Plan 2,0,Room_Type 1,257,7,Offline,0,0,0,80.0,0,Not_Canceled,5,1
2,0,2,1,Meal Plan 2,0,Room_Type 4,266,12,Offline,0,0,0,69.36,2,Not_Canceled,1,1
1,0,0,1,Meal Plan 2,0,Room_Type 1,48,9,Offline,0,0,0,80.0,0,Not_Canceled,0,1
2,0,0,1,Meal Plan 2,0,Room_Type 1,5,4,Online,0,0,0,130.13,0,Not_Canceled,5,3
2,0,0,4,Meal Plan 1,0,Room_Type 1,25,10,Online,0,0,0,112.25,1,Not_Canceled,4,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,221,10,Offline,0,0,0,65.0,1,Not_Canceled,1,2
2,0,2,5,Meal Plan 1,0,Room_Type 1,103,3,Online,0,0,0,83.66,1,Canceled,2,2
2,0,1,2,Meal Plan 1,0,Room_Type 4,91,5,Online,0,0,0,140.4,0,Canceled,6,2
3,0,0,2,Meal Plan 1,1,Room_Type 4,84,10,Online,0,0,0,176.3,0,Not_Canceled,4,2
3,0,1,2,Meal Plan 1,0,Room_Type 4,43,8,Online,0,0,0,144.9,0,Canceled,2,3
2,0,2,1,Meal Plan 1,0,Room_Type 4,41,10,Online,0,0,0,145.2,2,Not_Canceled,0,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,38,6,Offline,0,0,0,81.0,0,Canceled,1,2
3,0,2,2,Meal Plan 1,0,Room_Type 4,19,2,Online,0,0,0,130.0,1,Not_Canceled,0,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,9,Online,0,0,0,139.0,1,Not_Canceled,1,3
1,0,2,2,Meal Plan 1,0,Room_Type 1,13,12,Online,0,0,0,88.4,1,Not_Canceled,1,2
2,0,1,0,Meal Plan 1,0,Room_Type 1,95,10,Online,0,0,0,90.9,2,Not_Canceled,2,3
2,0,0,3,Meal Plan 1,0,Room_Type 4,110,10,Online,0,0,0,104.4,1,Canceled,5,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,9,Offline,0,0,0,120.0,0,Canceled,5,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,9,Offline,0,0,0,110.0,0,Canceled,2,2
2,1,0,4,Meal Plan 2,0,Room_Type 1,81,12,Online,0,0,0,152.55,1,Not_Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,249,9,Online,0,0,0,117.9,2,Canceled,4,2
1,0,0,1,Not Selected,0,Room_Type 1,17,11,Online,0,0,0,88.0,1,Not_Canceled,5,2
3,0,1,2,Meal Plan 1,0,Room_Type 4,134,8,Online,0,0,0,146.7,1,Not_Canceled,6,2
3,0,1,3,Meal Plan 1,0,Room_Type 4,169,8,Online,0,0,0,130.05,0,Canceled,5,1
2,0,1,4,Meal Plan 2,0,Room_Type 4,126,7,Online,0,0,0,144.5,2,Not_Canceled,4,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,Online,0,0,0,138.0,0,Canceled,5,2
2,1,1,2,Not Selected,0,Room_Type 1,13,5,Online,0,0,0,105.11,2,Not_Canceled,2,3
2,2,1,1,Meal Plan 1,0,Room_Type 6,10,2,Online,0,0,0,173.0,2,Not_Canceled,1,3
2,0,0,4,Not Selected,0,Room_Type 1,30,4,Online,0,0,0,99.0,0,Canceled,4,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,18,2,Online,0,0,0,67.22,1,Not_Canceled,4,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,2,7,Offline,0,0,0,85.0,2,Not_Canceled,4,1
2,0,2,5,Not Selected,0,Room_Type 1,60,7,Online,0,0,0,60.27,0,Not_Canceled,0,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,Offline,0,0,0,89.0,0,Canceled,6,1
2,0,0,3,Meal Plan 2,0,Room_Type 1,71,5,Offline,0,0,0,126.0,1,Not_Canceled,3,1
1,0,0,1,Not Selected,0,Room_Type 1,28,11,Online,0,0,0,120.0,0,Not_Canceled,4,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,16,2,Online,0,0,0,64.22,0,Not_Canceled,0,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,3,Corporate,1,1,5,65.0,0,Not_Canceled,4,1
1,0,0,1,Meal Plan 1,1,Room_Type 1,2,3,Corporate,0,0,0,79.0,0,Not_Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,79,11,Offline,0,0,0,75.0,0,Not_Canceled,0,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,114,7,Offline,0,0,0,75.0,0,Canceled,6,1
2,0,2,3,Meal Plan 2,0,Room_Type 2,48,10,Offline,0,0,0,112.88,0,Not_Canceled,2,3
1,0,2,4,Meal Plan 1,0,Room_Type 1,245,7,Offline,0,0,0,110.0,0,Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,Offline,0,0,0,120.0,0,Not_Canceled,4,1
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,6,Offline,0,0,0,120.0,0,Canceled,1,2
3,0,2,8,Meal Plan 1,0,Room_Type 4,151,7,Online,0,0,0,131.75,1,Canceled,5,2
2,0,2,3,Meal Plan 1,0,Room_Type 4,216,4,Offline,0,0,0,75.0,0,Not_Canceled,1,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,12,Corporate,0,0,0,79.0,0,Not_Canceled,3,2
3,0,2,1,Meal Plan 1,0,Room_Type 1,221,10,Offline,0,0,0,90.0,0,Not_Canceled,1,2
1,0,1,1,Meal Plan 1,0,Room_Type 1,59,7,Offline,0,0,0,85.0,0,Not_Canceled,2,2
1,0,1,1,Meal Plan 1,0,Room_Type 1,4,10,Corporate,0,0,0,95.0,0,Not_Canceled,3,2
2,0,1,2,Meal Plan 1,0,Room_Type 4,62,4,Online,0,0,0,106.2,0,Not_Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,338,12,Online,0,0,0,87.3,0,Canceled,5,2
2,0,1,1,Not Selected,0,Room_Type 1,97,11,Online,0,0,0,79.2,1,Canceled,0,1
2,0,0,1,Meal Plan 2,0,Room_Type 1,126,8,Online,0,0,0,139.5,0,Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,39,10,Online,0,0,0,96.3,2,Not_Canceled,0,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2,Corporate,0,0,0,70.0,0,Not_Canceled,5,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,82,3,Offline,0,0,0,43.33,0,Not_Canceled,0,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,Offline,0,0,0,89.0,0,Canceled,6,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,49,9,Online,0,0,0,69.11,0,Not_Canceled,0,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,159,12,Offline,0,0,0,70.5,0,Not_Canceled,4,3
2,1,1,0,Meal Plan 1,0,Room_Type 1,7,7,Online,0,0,0,169.0,2,Not_Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,6,Offline,0,0,0,130.0,0,Canceled,3,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,Offline,0,0,0,115.0,1,Canceled,6,3
2,0,2,3,Meal Plan 1,0,Room_Type 4,230,10,Online,0,0,0,98.6,1,Canceled,1,3
2,1,1,3,Meal Plan 1,0,Room_Type 1,27,3,Online,0,0,0,145.28,2,Not_Canceled,2,3
2,0,1,0,Meal Plan 1,0,Room_Type 1,141,9,Offline,0,0,0,90.0,0,Canceled,2,2
1,0,1,1,Meal Plan 1,0,Room_Type 1,4,8,Offline,0,0,0,80.0,0,Not_Canceled,2,3
1,0,2,1,Meal Plan 1,0,Room_Type 1,3,11,Corporate,1,5,51,65.0,1,Not_Canceled,1,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,22,12,Corporate,0,0,0,95.0,0,Not_Canceled,5,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,5,10,Online,0,0,0,0.0,0,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,204,10,Offline,0,0,0,72.75,0,Not_Canceled,0,1
1,0,0,4,Meal Plan 1,0,Room_Type 1,12,11,Online,0,0,0,85.0,0,Canceled,3,1
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,9,Offline,0,0,0,107.0,0,Canceled,2,3
1,0,1,0,Not Selected,0,Room_Type 1,52,8,Online,0,0,0,118.0,1,Canceled,1,3
2,0,0,5,Not Selected,0,Room_Type 1,166,7,Online,0,0,0,80.75,0,Canceled,3,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,118,7,Online,0,0,0,88.01,1,Not_Canceled,6,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,22,9,Online,0,0,0,124.0,0,Not_Canceled,1,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,Offline,0,0,0,70.0,0,Canceled,2,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,6,Offline,0,0,0,120.0,0,Not_Canceled,4,1
1,0,2,2,Meal Plan 1,0,Room_Type 1,107,5,Online,0,0,0,127.93,0,Canceled,0,3
2,0,0,1,Not Selected,0,Room_Type 1,8,5,Online,0,0,0,119.0,0,Not_Canceled,4,3
1,2,4,10,Meal Plan 1,0,Room_Type 6,15,9,Online,0,0,0,236.14,1,Canceled,1,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,8,Corporate,0,0,0,65.0,0,Not_Canceled,4,2
2,0,2,1,Meal Plan 1,1,Room_Type 1,139,6,Online,0,0,0,129.0,1,Not_Canceled,0,1
2,0,0,2,Not Selected,0,Room_Type 1,55,9,Online,0,0,0,112.59,0,Canceled,4,3
1,0,0,1,Meal Plan 1,0,Room_Type 4,22,5,Online,0,0,0,156.0,1,Not_Canceled,0,2
2,0,2,3,Meal Plan 1,0,Room_Type 4,45,5,Online,0,0,0,168.3,0,Not_Canceled,5,2
2,1,2,2,Meal Plan 1,0,Room_Type 4,242,10,Online,0,0,0,95.13,1,Not_Canceled,6,3
2,0,2,1,Meal Plan 2,0,Room_Type 1,145,8,Offline,0,0,0,94.5,0,Not_Canceled,1,3
1,0,1,2,Meal Plan 1,0,Room_Type 1,191,6,Offline,0,0,0,116.0,0,Canceled,6,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,76,9,Offline,0,0,0,102.68,0,Canceled,1,2
2,0,0,1,Meal Plan 2,0,Room_Type 1,219,9,Offline,0,0,0,108.0,0,Canceled,0,1
2,0,0,3,Meal Plan 2,0,Room_Type 1,150,6,Offline,0,0,0,90.0,1,Not_Canceled,5,2
2,0,1,4,Meal Plan 1,0,Room_Type 1,336,9,Offline,0,0,0,78.0,0,Not_Canceled,4,2
3,0,0,1,Meal Plan 1,0,Room_Type 4,32,3,Online,0,0,0,168.3,2,Not_Canceled,0,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,73,11,Offline,0,0,0,67.83,0,Not_Canceled,4,3
3,0,0,2,Meal Plan 2,0,Room_Type 4,97,11,Online,0,0,0,173.7,0,Canceled,4,2
2,0,2,1,Not Selected,0,Room_Type 1,131,5,Online,0,0,0,94.5,1,Not_Canceled,1,1
2,0,1,1,Meal Plan 1,0,Room_Type 2,31,3,Online,0,0,0,81.9,1,Not_Canceled,2,2
3,0,0,3,Meal Plan 1,0,Room_Type 4,46,12,Online,0,0,0,138.6,2,Not_Canceled,5,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,52,3,Online,0,0,0,99.0,1,Not_Canceled,2,2
2,0,0,1,Meal Plan 2,0,Room_Type 1,221,8,Offline,0,0,0,96.0,1,Not_Canceled,6,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,9,Offline,0,0,0,115.0,1,Canceled,3,2
2,0,1,0,Meal Plan 1,0,Room_Type 1,3,10,Online,0,0,0,126.0,0,Not_Canceled,2,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,335,10,Offline,0,0,0,80.0,0,Not_Canceled,5,2
2,1,0,2,Meal Plan 2,1,Room_Type 1,13,9,Online,0,0,0,190.93,3,Not_Canceled,4,3
2,0,1,1,Meal Plan 2,0,Room_Type 5,96,9,Offline,0,0,0,138.0,0,Canceled,3,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,11,Online,0,0,0,120.0,0,Not_Canceled,4,3
1,0,4,10,Meal Plan 1,0,Room_Type 1,17,8,Online,0,0,0,97.77,1,Canceled,0,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,41,12,Offline,0,0,0,65.0,1,Not_Canceled,3,3
2,2,0,4,Meal Plan 1,0,Room_Type 6,100,4,Online,0,0,0,154.7,1,Canceled,4,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,11,Offline,0,0,0,89.0,0,Canceled,5,1
3,0,1,3,Meal Plan 1,0,Room_Type 1,26,3,Offline,0,0,0,118.0,1,Not_Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,9,9,Offline,0,0,0,75.0,0,Not_Canceled,2,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,63,9,Online,0,0,0,107.1,2,Not_Canceled,5,1
3,0,1,2,Meal Plan 1,0,Room_Type 4,95,10,Online,0,0,0,151.2,2,Not_Canceled,6,1
2,0,1,3,Not Selected,0,Room_Type 1,94,10,Online,0,0,0,108.0,0,Canceled,5,1
2,0,1,3,Meal Plan 1,0,Room_Type 4,73,9,Online,0,0,0,149.4,1,Canceled,2,2
2,0,2,4,Meal Plan 1,0,Room_Type 4,228,10,Online,0,0,0,115.6,2,Canceled,4,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,96,7,Online,0,0,0,68.0,1,Canceled,6,3
2,0,2,0,Meal Plan 2,0,Room_Type 1,275,4,Offline,0,0,0,110.0,0,Canceled,1,2
2,0,2,3,Not Selected,0,Room_Type 1,49,11,Online,0,0,0,74.8,2,Not_Canceled,1,2
1,0,2,3,Meal Plan 1,0,Room_Type 1,20,3,Online,0,0,0,122.2,0,Not_Canceled,0,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,195,10,Online,0,0,0,89.25,1,Canceled,1,2
3,0,2,3,Meal Plan 1,0,Room_Type 1,243,10,Online,0,0,0,116.45,2,Canceled,1,3
2,0,3,5,Meal Plan 1,0,Room_Type 4,34,10,Online,0,0,0,82.94,0,Not_Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,Offline,1,1,0,90.0,0,Not_Canceled,4,1
2,0,0,1,Not Selected,0,Room_Type 1,9,9,Online,0,0,0,149.0,3,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,64,12,Online,0,0,0,74.61,2,Not_Canceled,1,3
3,0,1,3,Meal Plan 1,1,Room_Type 4,3,3,Online,0,0,0,156.0,2,Not_Canceled,2,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
2,0,1,0,Not Selected,0,Room_Type 1,49,7,Online,0,0,0,93.15,0,Canceled,2,1
2,0,3,8,Meal Plan 1,0,Room_Type 1,67,7,Online,0,0,0,76.5,0,Canceled,3,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,16,10,Corporate,0,0,0,95.0,0,Not_Canceled,1,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,154,10,Online,0,0,0,113.4,0,Canceled,6,1
2,0,0,3,Not Selected,0,Room_Type 1,0,3,Online,0,0,0,99.0,1,Not_Canceled,5,3
2,0,1,3,Not Selected,0,Room_Type 1,179,7,Online,0,0,0,80.75,0,Canceled,2,2
2,0,0,1,Not Selected,0,Room_Type 1,80,6,Online,0,0,0,104.49,0,Canceled,3,2
1,0,0,1,Not Selected,0,Room_Type 1,21,11,Online,0,0,0,123.2,1,Not_Canceled,5,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,39,9,Online,0,0,0,129.7,0,Not_Canceled,1,3
2,2,0,3,Meal Plan 1,0,Room_Type 6,1,3,Online,0,0,0,211.0,0,Canceled,4,3
2,0,2,2,Meal Plan 1,0,Room_Type 4,46,11,Offline,0,0,0,60.0,0,Not_Canceled,1,1
2,0,1,0,Not Selected,0,Room_Type 1,14,5,Online,0,0,0,129.0,2,Not_Canceled,2,3
2,0,0,1,Not Selected,0,Room_Type 1,4,7,Online,0,0,0,139.0,1,Not_Canceled,0,2
2,0,2,4,Meal Plan 1,0,Room_Type 4,72,10,Online,0,0,0,127.65,2,Not_Canceled,5,2
2,0,0,4,Meal Plan 1,0,Room_Type 1,270,4,Offline,0,0,0,62.8,0,Canceled,4,2
2,0,1,3,Meal Plan 1,0,Room_Type 4,66,9,Online,0,0,0,95.46,2,Not_Canceled,2,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,5,11,Online,0,0,0,89.89,3,Not_Canceled,1,3
2,0,1,3,Meal Plan 1,0,Room_Type 4,32,10,Online,0,0,0,140.0,2,Not_Canceled,5,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,55,7,Online,0,0,0,81.0,2,Canceled,4,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,290,12,Online,0,0,0,73.95,0,Canceled,5,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,61,3,Online,0,0,0,78.3,0,Canceled,6,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,Offline,0,0,0,115.0,1,Canceled,5,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,5,Corporate,0,0,0,100.0,0,Canceled,3,3
2,0,0,4,Meal Plan 1,0,Room_Type 1,72,4,Online,0,0,0,99.45,1,Not_Canceled,3,2
1,0,0,1,Meal Plan 2,0,Room_Type 1,55,4,Offline,0,0,0,87.0,0,Not_Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,13,5,Online,0,0,0,156.0,2,Not_Canceled,0,3
2,0,0,2,Meal Plan 1,0,Room_Type 4,11,9,Online,0,0,0,145.53,2,Not_Canceled,6,3
2,0,1,0,Not Selected,0,Room_Type 1,155,8,Online,0,0,0,94.5,1,Not_Canceled,1,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,3,Corporate,0,0,0,88.0,0,Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,67,7,Online,0,0,0,123.3,1,Not_Canceled,4,2
2,0,1,1,Meal Plan 2,0,Room_Type 1,88,10,Offline,0,0,0,56.1,0,Not_Canceled,3,1
2,1,0,2,Meal Plan 1,0,Room_Type 1,17,4,Online,0,0,0,145.0,0,Canceled,5,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,211,10,Online,0,0,0,143.1,1,Canceled,6,1
1,2,2,4,Meal Plan 1,0,Room_Type 6,34,4,Online,0,0,0,181.2,0,Canceled,1,3
3,0,1,3,Meal Plan 1,0,Room_Type 4,28,6,Online,0,0,0,175.4,0,Canceled,2,3
1,1,1,5,Meal Plan 1,0,Room_Type 1,219,10,Online,0,0,0,106.25,0,Canceled,2,3
2,0,1,1,Meal Plan 1,0,Room_Type 4,44,6,Offline,0,0,0,96.3,0,Canceled,0,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,Offline,0,0,0,100.0,0,Not_Canceled,0,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,6,Corporate,0,0,0,119.0,1,Not_Canceled,5,1
2,1,2,3,Not Selected,0,Room_Type 1,225,12,Online,0,0,0,71.91,0,Canceled,5,3
2,1,2,2,Meal Plan 1,0,Room_Type 1,87,8,Online,0,0,0,134.1,0,Canceled,1,2
2,0,2,0,Not Selected,0,Room_Type 1,14,3,Online,0,0,0,97.0,0,Not_Canceled,1,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,10,Offline,0,0,0,88.5,0,Not_Canceled,0,3
1,0,0,1,Not Selected,0,Room_Type 1,1,9,Online,0,0,0,159.0,1,Not_Canceled,5,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,71,9,Offline,0,0,0,80.75,0,Not_Canceled,3,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,213,6,Offline,0,0,0,130.0,0,Canceled,3,1
2,0,0,4,Not Selected,0,Room_Type 1,177,8,Online,0,0,0,82.88,0,Canceled,4,3
2,0,1,1,Not Selected,0,Room_Type 1,130,5,Online,0,0,0,116.1,1,Not_Canceled,2,3
3,0,0,2,Meal Plan 1,0,Room_Type 4,65,12,Online,0,0,0,126.0,1,Not_Canceled,4,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,124,6,Online,0,0,0,96.3,1,Not_Canceled,2,3
2,0,2,3,Not Selected,0,Room_Type 1,133,8,Online,0,0,0,70.04,2,Not_Canceled,1,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,3,Online,0,0,0,112.2,0,Canceled,5,3
2,0,0,3,Meal Plan 1,0,Room_Type 1,28,9,Online,0,0,0,133.17,0,Not_Canceled,4,3
2,0,0,3,Not Selected,0,Room_Type 1,18,11,Online,0,0,0,88.0,2,Not_Canceled,5,2
1,0,2,4,Meal Plan 2,0,Room_Type 1,0,11,Online,0,0,0,113.33,0,Not_Canceled,0,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,59,3,Online,0,0,0,82.45,0,Canceled,1,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,167,10,Online,0,0,0,104.4,1,Canceled,4,3
3,0,0,2,Meal Plan 1,0,Room_Type 4,74,6,Online,0,0,0,186.3,0,Canceled,4,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,28,5,Corporate,0,0,0,95.0,0,Canceled,5,2
2,0,1,2,Meal Plan 1,0,Room_Type 4,189,10,Online,0,0,0,109.8,0,Canceled,6,3
